pincode,coordinates
602224,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602225,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602226,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602227,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602228,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602229,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602230,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602231,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602232,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602233,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602234,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602235,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602236,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602237,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602238,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602239,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602240,"{'latitude': 1.34417, 'longitude': 103.73464}"
602241,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602242,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602243,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602244,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602245,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602246,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602247,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602248,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602249,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602250,"{'latitude': 55.59416198730469, 'longitude': 42.0408821105957}"
602251,"{'latitude': 55.57143783569336, 'longitude': 42.037227630615234}"
602252,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602253,"{'latitude': 55.54685592651367, 'longitude': 42.06587600708008}"
602254,"{'latitude': 55.56392288208008, 'longitude': 42.01704788208008}"
602255,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602256,"{'latitude': 55.57959747314453, 'longitude': 42.05401611328125}"
602257,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602258,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602259,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602260,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602261,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602262,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602263,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602264,"{'latitude': 55.54710006713867, 'longitude': 42.06159210205078}"
602265,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602266,"{'latitude': 55.5809326171875, 'longitude': 42.00786209106445}"
602267,"{'latitude': 55.57223129272461, 'longitude': 42.05075073242188}"
602268,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602269,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602270,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602271,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602272,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602273,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602274,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602275,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602276,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602277,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602278,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602279,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602280,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602281,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602282,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602283,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602284,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602285,"{'latitude': 1.33739, 'longitude': 103.74633}"
602286,"{'latitude': 1.33739, 'longitude': 103.74633}"
602287,"{'latitude': 1.33764, 'longitude': 103.74192}"
602288,"{'latitude': 1.33764, 'longitude': 103.74192}"
602289,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602290,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602291,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602292,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602293,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602294,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602295,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602296,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602297,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602298,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602299,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602300,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602301,"{'latitude': 12.91836643218994, 'longitude': 80.04664611816406}"
602302,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602303,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602304,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602305,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602306,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602307,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602308,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602309,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602310,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602311,"{'latitude': 1.34684, 'longitude': 103.73389}"
602312,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602313,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602314,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602315,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602316,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602317,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602318,"{'latitude': 1.34417, 'longitude': 103.73464}"
602319,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602320,"{'latitude': 1.34707, 'longitude': 103.73029}"
602321,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602322,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602323,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602324,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602325,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602326,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602327,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602328,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602329,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602330,"{'latitude': 55.86498260498047, 'longitude': 41.76658248901367}"
602331,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602332,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602333,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602334,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602335,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602336,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602337,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602338,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602339,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602340,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602341,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602342,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602343,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602344,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602345,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602346,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602347,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602348,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602349,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602350,"{'latitude': 55.698917388916016, 'longitude': 41.64889907836914}"
602351,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602352,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602353,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602354,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602355,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602356,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602357,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602358,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602359,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602360,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602361,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602362,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602363,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602364,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602365,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602366,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602367,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602368,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602369,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602370,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602371,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602372,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602373,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602374,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602375,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602376,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602377,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602378,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602379,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602380,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602381,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602382,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602383,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602384,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602385,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602386,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602387,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602388,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602389,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602390,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602391,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602392,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602393,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602394,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602395,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602396,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602397,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602398,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602399,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602400,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602401,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602402,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602403,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602404,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602405,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602406,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602407,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602408,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602409,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602410,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602411,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602412,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602413,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602414,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602415,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602416,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602417,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602418,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602419,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602420,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602421,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602422,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602423,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602424,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602425,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602426,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602427,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602428,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602429,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602430,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602431,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602432,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602433,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602434,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602435,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602436,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602437,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602438,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602439,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602440,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602441,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602442,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602443,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602444,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602445,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602446,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
