pincode,coordinates
601835,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601836,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601837,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601838,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601839,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601840,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601841,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601842,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601843,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601844,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601845,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601846,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601847,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601848,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601849,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601850,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601851,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601852,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601853,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601854,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601855,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601856,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601857,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601858,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601859,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601860,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601861,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601862,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601863,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601864,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601865,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601866,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601867,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601868,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601869,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601870,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601871,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601872,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601873,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601874,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601875,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601876,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601877,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601878,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601879,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601880,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601881,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601882,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601883,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601884,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601885,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601886,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601887,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601888,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601889,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601890,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601891,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601892,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601893,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601894,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601895,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601896,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601897,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601898,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601899,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601900,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601901,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601902,"{'latitude': 56.38675308227539, 'longitude': 41.311485290527344}"
601903,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601904,"{'latitude': 56.3748779296875, 'longitude': 41.31122589111328}"
601905,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601906,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601907,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601908,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601909,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601910,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601911,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601912,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601913,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601914,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601915,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601916,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601917,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601918,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601919,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601920,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601921,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601922,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601923,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601924,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601925,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601926,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601927,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601928,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601929,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601930,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601931,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601932,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601933,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601934,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601935,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601936,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601937,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601938,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601939,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601940,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601941,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601942,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601943,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601944,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601945,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601946,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601947,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601948,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601949,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601950,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601951,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601952,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601953,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601954,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601955,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601956,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601957,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601958,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601959,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601960,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601961,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601962,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601963,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601964,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601965,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601966,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601967,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601968,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601969,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601970,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601971,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601972,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601973,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601974,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601975,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601976,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601977,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601978,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601979,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601980,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601981,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601982,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601983,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601984,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601985,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601986,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601987,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601988,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601989,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601990,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601991,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601992,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601993,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601994,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601995,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601996,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601997,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601998,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601999,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602000,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602001,"{'latitude': 13.142919540405272, 'longitude': 79.90753173828125}"
602002,"{'latitude': 13.10953426361084, 'longitude': 79.92022705078125}"
602003,"{'latitude': 13.12817096710205, 'longitude': 79.94340515136719}"
602004,"{'latitude': 13.09778881072998, 'longitude': 79.90621948242188}"
602005,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602006,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602007,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602008,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602009,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602010,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602011,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602012,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602013,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602014,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602015,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602016,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602017,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602018,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602019,"{'latitude': -25.95142, 'longitude': 32.55305}"
602020,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602021,"{'latitude': 13.17384147644043, 'longitude': 79.93631744384766}"
602022,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602023,"{'latitude': 13.206380844116213, 'longitude': 79.90233612060547}"
602024,"{'latitude': 13.12411117553711, 'longitude': 80.04408264160156}"
602025,"{'latitude': 13.116558074951172, 'longitude': 79.96015167236328}"
602026,"{'latitude': 13.31900119781494, 'longitude': 79.96055603027344}"
602027,"{'latitude': 13.211305618286133, 'longitude': 80.09547424316406}"
602028,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602029,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602030,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602031,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602032,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602033,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602034,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602035,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602036,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602037,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602038,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602039,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602040,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602041,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602042,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602043,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602044,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602045,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602046,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602047,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602048,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602049,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602050,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602051,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602052,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602053,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602054,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602055,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602056,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602057,"{'latitude': 1.32204, 'longitude': 103.74091}"
602058,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602059,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602060,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602061,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602062,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602063,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602064,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602065,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602066,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602067,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602068,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602069,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602070,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602071,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602072,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602073,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602074,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602075,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602076,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602077,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602078,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602079,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602080,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602081,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602082,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602083,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602084,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602085,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602086,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602087,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602088,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602089,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602090,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602091,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602092,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602093,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602094,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602095,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602096,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602097,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602098,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602099,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602100,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602101,"{'latitude': 13.033445358276367, 'longitude': 80.1004409790039}"
602102,"{'latitude': 13.065463066101074, 'longitude': 80.17483520507812}"
602103,"{'latitude': 13.043302536010742, 'longitude': 80.08470916748047}"
602104,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602105,"{'latitude': 12.974776268005373, 'longitude': 79.95685577392578}"
602106,"{'latitude': 12.926305770874023, 'longitude': 79.87916564941406}"
602107,"{'latitude': 13.052544593811035, 'longitude': 80.06410217285156}"
602108,"{'latitude': 12.950634956359863, 'longitude': 79.85640716552734}"
602109,"{'latitude': 12.970083236694336, 'longitude': 80.01386260986328}"
602110,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602111,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602112,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602113,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602114,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602115,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602116,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602117,"{'latitude': 12.98688507080078, 'longitude': 79.99468231201172}"
602118,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602119,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602120,"{'latitude': 55.34199142456055, 'longitude': 41.63833618164063}"
602121,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602122,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602123,"{'latitude': 13.032526969909668, 'longitude': 80.0367202758789}"
602124,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602125,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602126,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602127,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602128,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602129,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602130,"{'latitude': 55.26192092895508, 'longitude': 41.62364959716797}"
602131,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602132,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602133,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602134,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602135,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602136,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602137,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602138,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602139,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602140,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602141,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602142,"{'latitude': 25.98067, 'longitude': 79.46254}"
602143,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602144,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602145,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602146,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602147,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602148,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602149,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602150,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602151,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602152,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602153,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602154,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602155,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602156,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602157,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602158,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602159,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602160,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602161,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602162,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602163,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602164,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602165,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602166,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602167,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602168,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602169,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602170,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602171,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602172,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602173,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602174,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602175,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602176,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602177,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602178,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602179,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602180,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602181,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602182,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602183,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602184,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602185,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602186,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602187,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602188,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602189,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602190,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602191,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602192,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602193,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602194,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602195,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602196,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602197,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602198,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602199,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602200,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602201,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602202,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602203,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602204,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602205,"{'latitude': 13.077411651611328, 'longitude': 79.96635437011719}"
602206,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602207,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602208,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602209,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602210,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602211,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602212,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602213,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602214,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602215,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602216,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602217,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602218,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602219,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602220,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602221,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602222,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602223,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
